REG,PREF,SPREF,DIST,SPREF4,DIST6,LANG_D,LANGLIB,DIST_D,LAT_D,LONG_D,ALT_D,NLIG_S,NOMS_STRUCTURES,STAT_S,TYPE_S,LITS,MEDECINS,INFIRMIERS,SAGEFEM,ATS,AUTRES,LAT_S,LONG_S,ALT_S
Mamou 7,Pita        73,1.0,9.0,7301.0,730109.0,2.0, ,7.0,11.07653,12.24339,1141.0,1.0,POSTE DE SANTE LABHA GADHA,1.0,1.0,,,1.0,1.0,,,10.07663,-12.25076,1094.0
Mamou 7,Pita        73,1.0,2.0,7301.0,730102.0,2.0, ,,11.11047,12.30181,1036.0,1.0,CENTRE DE SANTE DE BANTIGHEL,1.0,1.0,,,,,4.0,2.0,11.10835,-12.29829,1032.0
Labe      6,Labe       62,3.0,4.0,6203.0,620304.0,2.0, ,6.0,11.3525,12.45809,994.0,1.0,Poste de santé Koula Mawndè,1.0,1.0,,,,,2.0,3.0,11.36252,-12.45822,1003.0
Labe      6,Mali         64,8.0,2.0,6408.0,640802.0,2.0, ,57.0,11.8919,12.70587,210.0,1.0,Poste de sante de Bounaya centre,1.0,1.0,,,,,1.0,,11.8948,-12.70962,220.0
Kindia    5,Dubréka     52,2.0,6.0,5202.0,520206.0,1.0, ,1.0,9.788,13.52438,20.0,1.0,CENTRE DELEPROGERIE DE MEKONPO,1.0,1.0,,,,,,,9.78701,-13.52353,25.0
Kindia    5,Kindia       54,6.0,9.0,5406.0,540609.0,1.0, ,,9.87971,12.44736,75.0,2.0,INFIRMERIE MOLITAIRE MADINA OULA,1.0,1.0,,,2.0,,1.0,,9.87979,-12.44645,80.0
Kindia    5,Kindia       54,6.0,15.0,5406.0,540615.0,1.0, ,60.0,10.02403,12.20696,484.0,1.0,POSTE DE SANTE WASSOU,1.0,1.0,,,,,1.0,,10.02261,-12.20906,498.0
Kindia    5,Kindia       54,5.0,6.0,5405.0,540506.0,1.0, ,25.0,10.19258,12.73862,148.0,1.0,Poste de santé de Saidouya,1.0,1.0,,,1.0,,1.0,,10.19995,-12.7677,132.0
Kindia    5,Kindia       54,2.0,3.0,5402.0,540203.0,1.0, ,4.0,9.99777,12.9057,322.0,1.0,INFIRMERIE UNIVERSITAIRE DE KINDIA FOULA,1.0,1.0,5.0,2.0,1.0,,1.0,2.0,9.99567,-12.91037,383.0
Kindia    5,Télimélé    55,11.0,1.0,5511.0,551101.0,2.0, ,24.0,10.62054,13.14436,323.0,1.0,PS KAÏLONDJI,1.0,1.0,,,,1.0,3.0,3.0,10.62122,-13.14384,321.0
Kindia    5,Télimélé    55,10.0,8.0,5510.0,551008.0,2.0, ,,10.70743,12.97156,322.0,1.0,cs sinta centre,1.0,1.0,,,1.0,1.0,2.0,2.0,10.69903,-12.97525,312.0
Kindia    5,Télimélé    55,1.0,1.0,5501.0,550101.0,2.0, ,,11.07002,12.89991,986.0,1.0,CS BOUROU-WAL,1.0,1.0,,,11.0,1.0,2.0,1.0,11.0731,-12.899,987.0
4.0,41.0,5.0,5.0,4105.0,410505.0,3.0, ,,10.38425,9.28237,378.0,1.0,LTO,1.0,1.0,,2.0,,,3.0,3.0,10.37884,-9.28312,378.0
3.0,31.0,9.0,2.0,3109.0,310902.0,3.0, ,21.0,10.58354,11.07982,485.0,1.0,POSTE DE SANTE SEMBAKOUNYA,1.0,1.0,1.0,,1.0,1.0,,1.0,10.55486,-11.03591,458.0
3.0,34.0,6.0,4.0,3406.0,340604.0,4.0, ,12.0,9.2452,9.85099,520.0,1.0,Poste de santé Dondian,1.0,1.0,,,,,1.0,4.0,9.24634,-9.85118,519.0
2.0,21.0,5.0,15.0,2105.0,210515.0,2.0, ,,9.59984,13.6162,101.0,1.0,CENTRE MEDICO SOCIAL KOLOMA II,1.0,1.0,,,1.0,,,3.0,9.59075,-13.61523,121.0
2.0,21.0,5.0,15.0,2105.0,210515.0,2.0, ,,9.59984,13.6162,101.0,2.0,CENTRE DE SANTE DOCTEUR LOUA,1.0,1.0,,1.0,1.0,,,3.0,9.59324,-13.61613,120.0
2.0,21.0,3.0,22.0,2103.0,210322.0,1.0, ,,9.55697,13.64774,29.0,2.0,MEDICINE DE TRAVAIL,1.0,1.0,,18.0,4.0,1.0,,7.0,9.55616,-13.65036,27.0
2.0,21.0,2.0,10.0,2102.0,210210.0,1.0, ,,9.51428,13.70201,14.0,1.0,Infirmerie du Camp Samory,1.0,1.0,,,,,,,9.51371,-13.69959,16.0
1.0,15.0,3.0,8.0,1503.0,150308.0,2.0, ,,12.48489,13.29886,78.0,1.0,INFIRMERIE DU CAMP,1.0,1.0,,,3.0,,2.0,,12.47736,-13.28592,82.0
Nzérékoré  8,Lola   83,7.0,9.0,8307.0,830709.0,9.0,KONAN,,7.79761,8.53057,492.0,1.0,PS CATHOLIQUE,3.0,2.0,,1.0,1.0,,2.0,,7.8016,-8.53458,473.0
Nzérékoré  8,Lola   83,2.0,1.0,8302.0,830201.0,3.0, ,22.0,8.34475,8.45527,584.0,1.0,Ps de Faboridou,3.0,2.0,,,,,,3.0,8.34445,-8.458,593.0
Nzérékoré  8,Macenta 84,6.0,1.0,8406.0,840601.0,3.0, ,32.0,8.54574,8.97553,553.0,1.0,POSTE DE SANTE DE BANKO,3.0,2.0,,,,,1.0,2.0,8.54569,-8.97717,552.0
Nzérékoré  8,Macenta 84,6.0,8.0,8406.0,840608.0,3.0, ,,8.44506,9.13618,543.0,2.0,POSTE DE SANTE CAMP REFUGIE,3.0,2.0,,2.0,2.0,,4.0,3.0,8.42555,-9.13984,525.0
Mamou 7,71.0,5.0,3.0,7105.0,710503.0,2.0, ,10.0,11.08149,11.99636,702.0,1.0,POSTE DE SANTE GOBIRE,3.0,2.0,,,,,1.0,2.0,11.0842,-11.99435,702.0
Mamou 7,71.0,1.0,2.0,7101.0,710102.0,2.0, ,10.0,11.05035,12.10831,726.0,1.0,Poste de santé Diaoubhé,3.0,2.0,,,,,1.0,1.0,11.07536,-12.10243,756.0
Mamou 7,Mamou  72,9.0,5.0,7209.0,720905.0,2.0, ,12.0,10.66683,12.02636,767.0,1.0,POSTE DE SANTE NDIARE CENTRE,3.0,2.0,,,,,1.0,1.0,10.66903,-12.03079,755.0
Mamou 7,Mamou  72,7.0,3.0,7207.0,720703.0,2.0, ,5.0,10.81943,11.80581,920.0,1.0,Poste de santé Kolla,3.0,2.0,,,,,1.0,1.0,10.84697,-11.81251,852.0
Mamou 7,Mamou  72,1.0,1.0,7201.0,720101.0,2.0, ,13.0,10.57271,12.23236,909.0,1.0,Poste de Santé Bawo Fello,3.0,2.0,,,,,,1.0,10.57313,-12.23045,915.0
Mamou 7,Mamou  72,1.0,10.0,7201.0,720110.0,2.0, ,15.0,10.56019,12.26867,1051.0,1.0,Poste de Santé Toubbou,3.0,2.0,,,,,1.0,1.0,10.55427,-12.27053,991.0
Labe      6,Lelouma   63,11.0,1.0,6311.0,631101.0,2.0, ,25.0,11.5974,12.68753,531.0,1.0,POSTE DE SANTE,3.0,2.0,,,1.0,,,,11.59781,-12.68708,531.0
Labe      6,Mali         64,12.0,6.0,6412.0,641206.0,2.0, ,15.0,12.29199,12.26147,155.0,1.0,Poste de Santé de Towaledhé,3.0,2.0,,,,,1.0,1.0,12.29127,-12.6174,144.0
Labe      6,Mali         64,11.0,1.0,6411.0,641101.0,2.0, ,15.0,11.82195,12.02276,858.0,1.0,Poste de santé Dares salam centre,3.0,2.0,,,,,1.0,1.0,11.82287,-12.02532,860.0
Labe      6,Mali         64,11.0,1.0,6411.0,641101.0,2.0, ,15.0,11.82195,12.02276,858.0,2.0,Poste de santé Diamiou bhawo bowa,3.0,2.0,,,,,1.0,1.0,11.83769,-12.0123,755.0
4.0,41.0,12.0,2.0,4112.0,411202.0,3.0, ,20.0,10.14023,9.28108,416.0,1.0,POSTE DE SANTE DE BORIA,3.0,2.0,3.0,,,,1.0,3.0,10.13836,-9.28042,426.0
4.0,41.0,9.0,1.0,4109.0,410901.0,3.0, ,15.0,10.39204,8.9827,384.0,1.0,Poste de santé Djimbala,3.0,2.0,3.0,,1.0,,,4.0,10.38984,-8.9837,389.0
4.0,41.0,9.0,3.0,4109.0,410903.0,3.0, ,20.0,10.32895,8.90169,398.0,1.0,Poste de santé Kignèba,3.0,2.0,3.0,,,2.0,1.0,2.0,10.32766,-8.90006,399.0
4.0,41.0,8.0,2.0,4108.0,410802.0,3.0, ,18.0,9.54692,9.16466,505.0,1.0,Poste de santé de Fankono,3.0,2.0,2.0,,1.0,3.0,1.0,3.0,9.54839,-9.16513,506.0
4.0,41.0,3.0,4.0,4103.0,410304.0,3.0, ,32.0,9.52155,8.52818,561.0,1.0,POSTE DE SANTE KOSSA,3.0,2.0,1.0,,,,1.0,1.0,9.52038,-8.52633,556.0
4.0,41.0,1.0,6.0,4101.0,410106.0,3.0, ,25.0,10.5391,9.14403,368.0,1.0,Poste de santé de Koba,3.0,2.0,8.0,,1.0,2.0,1.0,2.0,10.53678,-9.14669,349.0
4.0,41.0,1.0,7.0,4101.0,410107.0,3.0, ,30.0,10.57852,9.19536,370.0,1.0,Poste de santé Loba,3.0,2.0,6.0,,1.0,2.0,1.0,,10.5765,-9.19568,376.0
4.0,41.0,1.0,8.0,4101.0,410108.0,3.0, ,5.0,10.40886,9.21767,345.0,1.0,Poste de santé Sanfina,3.0,2.0,7.0,,2.0,2.0,,,10.41094,-9.22159,375.0
4.0,44.0,11.0,6.0,4411.0,441106.0,3.0, ,4.0,10.31336,8.31213,428.0,1.0,POSTE DE SANTE OURADA,3.0,2.0,10.0,,,,1.0,,10.31033,-8.31032,433.0
3.0,31.0,3.0,6.0,3103.0,310306.0,3.0, ,22.0,10.96439,11.00723,411.0,1.0,POSTE DE SANTE KAMBAYA,3.0,2.0,,,1.0,1.0,,2.0,10.96283,-11.00771,411.0
3.0,33.0,6.0,3.0,3306.0,330603.0,4.0, ,35.0,9.08111,10.49397,506.0,1.0,PS FRANKOUNA CENTRE,3.0,2.0,,,,,,3.0,9.08209,-10.49451,501.0
1.0,14.0,8.0,3.0,1408.0,140803.0,2.0, ,25.0,11.41355,13.70734,276.0,1.0,POSTE DE SANTE DE MAOUBA ECOLE,3.0,2.0,1.0,,,,1.0,,11.41339,-13.70766,271.0
1.0,15.0,6.0,4.0,1506.0,150604.0,2.0, ,35.0,12.18249,12.84044,233.0,1.0, ,3.0,2.0,,,,,1.0,1.0,12.18492,-12.84014,
Mamou 7,71.0,5.0,5.0,7105.0,710505.0,2.0, ,9.0,11.11023,11.92187,664.0,1.0,POSTE DE SANTE KOUFA,2.0,2.0,,,,,,1.0,11.11778,-11.93007,677.0
Kindia    5,Coyah     51,3.0,8.0,5103.0,510308.0,1.0, ,21.0,9.67145,13.52683,62.0,1.0,Centre médical de lansanaya Barrage,2.0,2.0,3.0,1.0,1.0,,,,9.67054,-13.52216,50.0
Kindia    5,Coyah     51,1.0,13.0,5101.0,510113.0,1.0, ,15.0,9.69983,13.40939,26.0,2.0,CLINIQUE FLEMINGUE CENTRE,2.0,2.0,8.0,2.0,5.0,,5.0,10.0,9.70577,-13.39852,16.0
Kindia    5,Dubréka     52,2.0,4.0,5202.0,520204.0,2.0, ,19.0,9.68452,13.53132,137.0,3.0,CENTRE MEDICAL SAINT ANDRE,2.0,2.0,4.0,,,1.0,,,9.69487,-13.53119,110.0
Kindia    5,Kindia       54,1.0,17.0,5401.0,540117.0,1.0, ,16.0,10.39962,13.03367,228.0,1.0,Poste de sante prive Campement,2.0,2.0,,1.0,,,1.0,,10.44022,-12.99959,211.0
4.0,45.0,13.0,8.0,4513.0,451308.0,3.0, ,16.0,11.75566,10.10913,403.0,1.0,Poste de santé Léro,2.0,2.0,130.0,,,,9.0,4.0,11.76279,-10.11268,396.0
3.0,31.0,8.0,3.0,3108.0,310803.0,3.0, ,,10.68434,10.86,432.0,1.0,POSTE DE SANTE DE KONINDOU II,2.0,2.0,2.0,,,1.0,1.0,1.0,10.68607,-10.85954,429.0
3.0,32.0,4.0,10.0,3204.0,320410.0,2.0, ,40.0,11.17699,10.42445,393.0,1.0,POSTE DE SANTEE DE LANKON,2.0,2.0,6.0,,,,1.0,2.0,11.18394,-10.42617,395.0
3.0,32.0,3.0,12.0,3203.0,320312.0,2.0, ,55.0,12.06658,10.84627,513.0,1.0,Poste de santé de Soubékindi,2.0,2.0,,,1.0,,,1.0,12.06778,-10.84734,513.0
3.0,34.0,4.0,7.0,3404.0,340407.0,4.0, ,18.0,9.14655,10.01031,553.0,2.0,Poste de santé Polodou,2.0,2.0,,,,,3.0,4.0,9.1263,-10.05988,557.0
1.0,11.0,8.0,9.0,1108.0,110809.0,1.0, ,12.0,10.38913,14.44482,19.0,1.0,Poste de santé privée de Kinfinda,2.0,2.0,1.0,,,,1.0,1.0,10.38922,-14.44491,22.0
Nzérékoré  8,Beyla    81,13.0,8.0,8113.0,811308.0,3.0, ,17.0,9.0236,8.20978,574.0,1.0,PS Konela,1.0,2.0,,,,,1.0,1.0,9.01976,-8.21289,562.0
Nzérékoré  8,Beyla    81,12.0,5.0,8112.0,811205.0,3.0, ,20.0,9.04413,8.663,677.0,1.0,P.S Sinédou centre,1.0,2.0,,,,,1.0,3.0,9.0438,-8.66197,674.0
Nzérékoré  8,Beyla    81,11.0,3.0,8111.0,811103.0,3.0, ,16.0,8.59789,8.84279,814.0,1.0,P.S Moribadou,1.0,2.0,,,,,1.0,4.0,8.60026,-8.84267,800.0
Nzérékoré  8,Beyla    81,10.0,2.0,8110.0,811002.0,3.0, ,16.0,8.87864,8.66405,645.0,1.0,SP FAMOILA CENTRE,1.0,2.0,,,,,1.0,1.0,8.87451,-8.66313,628.0
Nzérékoré  8,Beyla    81,9.0,6.0,8109.0,810906.0,3.0, ,15.0,9.2788,7.96496,482.0,1.0,Poste de santé de Togobala,1.0,2.0,,,,,2.0,,9.27533,-7.96556,481.0
Nzérékoré  8,Beyla    81,8.0,6.0,8108.0,810806.0,3.0, ,15.0,9.27242,8.41293,635.0,1.0,POSTE DE SANTE DE WORO CENTRE,1.0,2.0,,,,,1.0,4.0,9.27009,-8.41354,626.0
Nzérékoré  8,Beyla    81,7.0,4.0,8107.0,810704.0,3.0, ,25.0,8.62066,8.02441,570.0,1.0,P.S Djiffa,1.0,2.0,,,1.0,y,,2.0,8.6214,-8.02195,573.0
Nzérékoré  8,Beyla    81,7.0,2.0,8107.0,810702.0,3.0, ,15.0,8.68921,7.98259,588.0,1.0,P.S Blangba,1.0,2.0,,,1.0,,,2.0,8.69128,-7.98286,588.0
Nzérékoré  8,Beyla    81,7.0,6.0,8107.0,810706.0,3.0, ,45.0,8.54018,7.83546,494.0,1.0,Poste de santé de Fonodou,1.0,2.0,,,,,1.0,,8.54022,-7.83397,492.0
Nzérékoré  8,Beyla    81,7.0,7.0,8107.0,810707.0,3.0, ,,8.75272,8.08552,652.0,1.0,C.S Gbessoba,1.0,2.0,,,2.0,,1.0,1.0,8.75366,-8.08706,638.0
Nzérékoré  8,Beyla    81,7.0,12.0,8107.0,810712.0,3.0, ,18.0,8.83051,7.9953,619.0,1.0,P.S Tinkoro,1.0,2.0,,,1.0,,,,8.83272,-7.99395,621.0
Nzérékoré  8,Beyla    81,6.0,2.0,8106.0,810602.0,3.0, ,6.0,8.70852,8.45134,700.0,1.0,P.S Djakafomodou,1.0,2.0,,,,,1.0,1.0,8.70817,-8.45431,703.0
Nzérékoré  8,Beyla    81,6.0,3.0,8106.0,810603.0,3.0, ,10.0,8.82426,8.39844,735.0,1.0,P.S Fouaro,1.0,2.0,,,,,1.0,2.0,8.82361,-8.40451,748.0
Nzérékoré  8,Beyla    81,6.0,8.0,8106.0,810608.0,3.0, ,14.0,8.79143,8.39532,729.0,1.0,P.S de Moridou,1.0,2.0,,,,,1.0,3.0,8.79397,-8.39663,741.0
Nzérékoré  8,Beyla    81,5.0,4.0,8105.0,810504.0,3.0, ,13.0,9.03819,8.41232,655.0,1.0,SP KAMALA I,1.0,2.0,,,,,2.0,,9.03773,-8.40875,662.0
Nzérékoré  8,Beyla    81,4.0,5.0,8104.0,810405.0,3.0, ,12.0,9.09765,8.44153,649.0,1.0,P.S Tangodou,1.0,2.0,,,,,1.0,2.0,9.09484,-8.43997,642.0
Nzérékoré  8,Beyla    81,4.0,5.0,8104.0,810405.0,3.0, ,12.0,9.09765,8.44153,649.0,2.0,P.S Thiewa,1.0,2.0,,,,,1.0,1.0,9.07749,-8.42846,640.0
Nzérékoré  8,Beyla    81,3.0,1.0,8103.0,810301.0,3.0, ,,8.63892,8.52089,665.0,1.0,C.S Diarraguerela,1.0,2.0,,,,,2.0,3.0,8.63932,-8.5228,672.0
Nzérékoré  8,Beyla    81,3.0,4.0,8103.0,810304.0,3.0, ,11.0,8.64787,8.42844,694.0,1.0,P.S de Féréboridou,1.0,2.0,,,,,1.0,2.0,8.64702,-8.43448,699.0
Nzérékoré  8,Beyla    81,2.0,1.0,8102.0,810201.0,3.0, ,,8.35966,8.71249,628.0,1.0,C S DE BOOLA I,1.0,2.0,,,,,3.0,9.0,8.36083,-8.71085,628.0
Nzérékoré  8,Beyla    81,2.0,9.0,8102.0,810209.0,5.0, ,18.0,8.25894,8.61623,594.0,1.0,PS DE SIBAMOU,1.0,2.0,,,,,1.0,,8.25995,-8.61758,608.0
Nzérékoré  8,Beyla    81,1.0,3.0,8101.0,810103.0,3.0, ,,8.69528,8.64569,681.0,1.0,PS Doukourela,1.0,2.0,,,,,1.0,3.0,8.75779,-8.66677,668.0
Nzérékoré  8,Beyla    81,1.0,2.0,8101.0,810102.0,3.0, ,10.0,8.55881,8.59791,670.0,1.0,PS Dabadou,1.0,2.0,,,,,1.0,1.0,8.5559,-8.59794,665.0
Nzérékoré  8,Beyla    81,1.0,2.0,8101.0,810102.0,3.0, ,10.0,8.55881,8.59791,670.0,2.0,PS Diakoro,1.0,2.0,,,,,1.0,2.0,8.47273,-8.47017,644.0
Nzérékoré  8,Gueckédou 82 ,10.0,5.0,8210.0,821005.0,4.0, ,9.0,8.71756,10.2135,486.0,1.0,POSTE DE SANTE KOUNKORO,1.0,2.0,,,,,1.0,1.0,8.71826,-10.21212,483.0
Nzérékoré  8,Gueckédou 82 ,10.0,7.0,8210.0,821007.0,4.0, ,47.0,8.61342,10.25804,421.0,1.0,poste  de sante de mongo,1.0,2.0,,,,,1.0,7.0,8.61307,-10.26242,419.0
Nzérékoré  8,Gueckédou 82 ,10.0,11.0,8210.0,821011.0,1.0, ,14.0,8.59648,10.19372,454.0,1.0,poste de sante,1.0,2.0,,,,1.0,1.0,3.0,8.5949,-10.19273,451.0
Nzérékoré  8,Gueckédou 82 ,10.0,1.0,8210.0,821001.0,4.0, ,25.0,8.80736,10.19514,472.0,1.0,poste de sante,1.0,2.0,,,,,1.0,2.0,8.8083,-10.19503,467.0
Nzérékoré  8,Gueckédou 82 ,10.0,8.0,8210.0,821008.0,4.0, ,42.0,8.52649,10.23545,456.0,1.0,poste de sante teldou,1.0,2.0,,,,,1.0,2.0,8.52772,-10.23267,451.0
Nzérékoré  8,Gueckédou 82 ,10.0,2.0,8210.0,821002.0,4.0, ,15.0,8.75654,10.2,461.0,1.0,poste de sante de bandalokilaka,1.0,2.0,,,,,1.0,2.0,8.75678,-10.19951,478.0
Nzérékoré  8,Gueckédou 82 ,9.0,2.0,8209.0,820902.0,4.0, ,12.0,8.56869,10.03076,487.0,1.0,POSTE DE SANTE BAWA,1.0,2.0,,,,,1.0,2.0,8.56542,-10.03562,488.0
Nzérékoré  8,Gueckédou 82 ,9.0,4.0,8209.0,820904.0,4.0, ,11.0,8.56774,9.87186,534.0,1.0,POSTE DE SANTE,1.0,2.0,,,,,1.0,,8.56611,-9.87467,529.0
Nzérékoré  8,Gueckédou 82 ,9.0,8.0,8209.0,820908.0,4.0, ,7.0,8.4965,9.98707,538.0,1.0,POSTE DE SANTE DE OWET KAMA,1.0,2.0,,,,,1.0,,8.49914,-9.98536,524.0
Nzérékoré  8,Gueckédou 82 ,9.0,9.0,8209.0,820909.0,4.0, ,17.0,8.47337,10.01693,496.0,1.0,POSTE DE SANTE,1.0,2.0,,,,,1.0,1.0,8.47316,-10.01818,498.0
Nzérékoré  8,Gueckédou 82 ,8.0,2.0,8208.0,820802.0,4.0, ,5.0,8.44309,10.49661,332.0,1.0,Poste de Santé Bendou-Ouendé,1.0,2.0,,,,,1.0,4.0,8.44425,-10.49714,329.0
Nzérékoré  8,Gueckédou 82 ,8.0,4.0,8208.0,820804.0,4.0, ,13.0,8.49448,10.4455,358.0,1.0,poste de sante de denguedou,1.0,2.0,,,,,1.0,6.0,8.49334,-10.44324,375.0
Nzérékoré  8,Gueckédou 82 ,8.0,7.0,8208.0,820807.0,4.0, ,15.0,8.35417,10.58639,286.0,1.0,poste de sante Koundoutoh,1.0,2.0,,,,,1.0,,8.35491,-10.5891,280.0
Nzérékoré  8,Gueckédou 82 ,8.0,8.0,8208.0,820808.0,4.0, ,22.0,8.33732,10.54318,330.0,1.0,Poste de sante,1.0,2.0,,,1.0,,,6.0,8.33882,-10.54288,330.0
Nzérékoré  8,Gueckédou 82 ,8.0,10.0,8208.0,820810.0,4.0, ,16.0,8.48257,10.4081,398.0,1.0,Poste de Santé Ouret Djiba,1.0,2.0,,,,,1.0,7.0,8.48264,-10.41013,396.0
Nzérékoré  8,Gueckédou 82 ,8.0,11.0,8208.0,820811.0,4.0, ,18.0,8.39657,10.5144,334.0,1.0,Woundedou,1.0,2.0,,,,,1.0,1.0,8.39563,-10.51708,319.0
Nzérékoré  8,Gueckédou 82 ,7.0,4.0,8207.0,820704.0,4.0, ,9.0,8.58126,10.32909,429.0,1.0,Poste de Santé,1.0,2.0,,,,,1.0,2.0,8.58701,-10.32942,401.0
Nzérékoré  8,Gueckédou 82 ,7.0,5.0,8207.0,820705.0,4.0, ,3.0,8.50391,10.30306,449.0,2.0,Poste de Santé Tomandou,1.0,2.0,,,,,2.0,5.0,8.50495,-10.30415,453.0
Nzérékoré  8,Gueckédou 82 ,7.0,5.0,8207.0,820705.0,4.0, ,3.0,8.50391,10.30306,449.0,3.0,Poste de Santé Yaradou Douba,1.0,2.0,,,,,1.0,4.0,8.53983,-10.26371,486.0
Nzérékoré  8,Gueckédou 82 ,7.0,2.0,8207.0,820702.0,4.0, ,12.0,8.60006,10.30639,434.0,1.0,Poste de Santé de Kolignido,1.0,2.0,,,,,1.0,2.0,8.59971,-10.30721,436.0
Nzérékoré  8,Gueckédou 82 ,6.0,1.0,8206.0,820601.0,4.0, ,9.0,8.57314,10.41041,431.0,1.0,poste de sante de Balladou pabal,1.0,2.0,,,,,1.0,4.0,8.57361,-10.41161,426.0
Nzérékoré  8,Gueckédou 82 ,6.0,2.0,8206.0,820602.0,4.0, ,13.0,8.7302,10.34716,494.0,1.0,poste de sante Dandou,1.0,2.0,,,,,1.0,1.0,8.72942,-10.34435,476.0
Nzérékoré  8,Gueckédou 82 ,6.0,6.0,8206.0,820606.0,4.0, ,7.0,8.65735,10.35994,420.0,1.0,Poste de Sante de Bengo,1.0,2.0,,,,,1.0,2.0,8.65717,-10.35921,398.0
Nzérékoré  8,Gueckédou 82 ,6.0,7.0,8206.0,820607.0,4.0, ,18.0,8.76658,10.4492,397.0,1.0,Poste de sante Sanguedou,1.0,2.0,,,,,1.0,1.0,8.76671,-10.44982,389.0
Nzérékoré  8,Gueckédou 82 ,6.0,9.0,8206.0,820609.0,4.0, ,12.0,8.55444,10.45358,389.0,1.0,Poste de sante Tangolo,1.0,2.0,,,,,1.0,3.0,8.55501,-10.45387,395.0
Nzérékoré  8,Gueckédou 82 ,6.0,9.0,8206.0,820609.0,4.0, ,12.0,8.55444,10.45358,389.0,2.0,Poste de Sante Kongola,1.0,2.0,,,,,1.0,,8.54997,-10.47375,378.0
Nzérékoré  8,Gueckédou 82 ,5.0,6.0,8205.0,820506.0,9.0, ,9.0,8.99298,10.32703,501.0,1.0,poste de sante,1.0,2.0,,,,,1.0,,8.99477,-10.32642,500.0
Nzérékoré  8,Gueckédou 82 ,5.0,8.0,8205.0,820508.0,9.0, ,10.0,8.91796,10.40752,454.0,1.0,poste de santé oulako,1.0,2.0,,,1.0,,,1.0,8.91782,-10.40595,434.0
Nzérékoré  8,Gueckédou 82 ,5.0,12.0,8205.0,820512.0,4.0, ,20.0,8.94792,10.46745,400.0,1.0,poste de santé de yomadou,1.0,2.0,3.0,2.0,1.0,6.0,1.0,1.0,8.94864,-10.46605,380.0
Nzérékoré  8,Gueckédou 82 ,5.0,11.0,8205.0,820511.0,4.0, ,24.0,8.8995,10.47171,406.0,1.0,POSTE DE SANTE DE TOUMANDOU,1.0,2.0,2.0,,,,1.0,1.0,8.89633,-10.46958,405.0
Nzérékoré  8,Gueckédou 82 ,4.0,1.0,8204.0,820401.0,4.0, ,16.0,8.76589,10.12719,448.0,2.0,Poste de sante de Nyaedou,1.0,2.0,,,,,2.0,,8.6913,-10.11783,446.0
Nzérékoré  8,Gueckédou 82 ,4.0,2.0,8204.0,820402.0,4.0, ,10.0,8.76403,9.92134,564.0,1.0,Poste de sante de Bonkoson,1.0,2.0,,,,,1.0,3.0,8.76523,-9.92329,540.0
Nzérékoré  8,Gueckédou 82 ,4.0,3.0,8204.0,820403.0,4.0, ,25.0,8.66715,10.07661,505.0,1.0,Poste de sante Dendou Bendou,1.0,2.0,,,,,1.0,1.0,8.66733,-10.07739,508.0
Nzérékoré  8,Gueckédou 82 ,4.0,5.0,8204.0,820405.0,4.0, ,9.0,8.79752,10.05937,512.0,1.0,Poste de Santé Guelo,1.0,2.0,,,,,1.0,3.0,8.79892,-10.0626,509.0
Nzérékoré  8,Gueckédou 82 ,4.0,12.0,8204.0,820412.0,4.0, ,22.0,8.65424,10.1052,459.0,1.0,Poste de Santé de Wassaya,1.0,2.0,,,,,2.0,,8.65465,-10.10633,456.0
Nzérékoré  8,Gueckédou 82 ,3.0,16.0,8203.0,820316.0,4.0, ,4.0,8.6032,10.12454,431.0,1.0,Poste de santé,1.0,2.0,,,,,2.0,3.0,8.60283,-10.12588,421.0
Nzérékoré  8,Gueckédou 82 ,2.0,1.0,8202.0,820201.0,4.0, ,9.0,8.43929,10.61811,275.0,1.0,POSTE DE SANTE BASSEDOU,1.0,2.0,,,,,1.0,,8.43965,-10.61895,275.0
Nzérékoré  8,Gueckédou 82 ,2.0,6.0,8202.0,820206.0,4.0, ,12.0,8.53986,10.50982,412.0,1.0,POSTE DE KIESSENEYE,1.0,2.0,,,1.0,,1.0,2.0,8.54034,-10.51095,403.0
Nzérékoré  8,Gueckédou 82 ,2.0,7.0,8202.0,820207.0,4.0, ,18.0,8.36649,10.64832,237.0,1.0,POSTE DE SANTE DE KOLOMBA,1.0,2.0,,,,,1.0,4.0,8.36697,-10.65051,282.0
Nzérékoré  8,Gueckédou 82 ,2.0,9.0,8202.0,820209.0,4.0, ,17.0,8.58035,10.53907,360.0,1.0,POSTE DE SOWADOU,1.0,2.0,,,,,1.0,2.0,8.58108,-10.53808,365.0
Nzérékoré  8,Gueckédou 82 ,1.0,1.0,8201.0,820101.0,4.0, ,8.0,8.78573,10.32504,408.0,1.0,POSTE SANTE,1.0,2.0,,,,,2.0,1.0,8.78815,-10.32506,425.0
Nzérékoré  8,Gueckédou 82 ,1.0,5.0,8201.0,820105.0,4.0, ,15.0,8.91563,10.25329,458.0,1.0,POSTE DE SANTE DE KOLEADOU,1.0,2.0,,,1.0,,,1.0,8.91604,-10.25185,471.0
Nzérékoré  8,Gueckédou 82 ,1.0,6.0,8201.0,820106.0,4.0, ,25.0,8.84257,10.25536,520.0,1.0,POSTE DE SNATE KONGOMA,1.0,2.0,,,,,1.0,,8.84246,-10.25434,524.0
